Date received,Product,Issue,Consumer complaint narrative,Company response to consumer,clean_text,text_length,word_count,record_id
05-03-2019,Debt collection,Attempts to collect debt not owed,"I reported to the FTC about a Name being listed on my credit report as if it was my name, it states also known as. This name is associated with an account that was opened with XXXX XXXX XXXX  and then sold to LVNV funding, they are now reporting this name and this account on my personal credit report with XXXX, XXXX and XXXX XXXX have removed this account already, but XXXX has not and the collection agency continues to report this account as mines even though the names are similar but different. I t is affecting my ability to raise my credit and look responsible to employees and creditors, I would like it removed. The account was opened inXX/XX/XXXX for the amount of XXXX, I disputed this account back inXX/XX/XXXX andXX/XX/XXXX, I also included a statement on my credit report and file.",Closed with non-monetary relief,i reported to the ftc about a name being listed on my credit report as if it was my name  it states also known as  this name is associated with an account that was opened with xxxx xxxx xxxx and then sold to lvnv funding  they are now reporting this name and this account on my personal credit report with xxxx  xxxx and xxxx xxxx have removed this account already  but xxxx has not and the collection agency continues to report this account as mines even though the names are similar but different  i t is affecting my ability to raise my credit and look responsible to employees and creditors  i would like it removed  the account was opened inxx xx xxxx for the amount of xxxx  i disputed this account back inxx xx xxxx andxx xx xxxx  i also included a statement on my credit report and file,794,149,90
19-11-2018,"Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation into an existing problem,"I purchased a car on or about XX/XX/2017. Credit was pulled by several companies, including - XXXX   XXXX, XXXX and XXXX XXXX XXXX XXXX. 
The companies above pulled credit 3,2 & 2 x respectively for a single transaction. ( See XXXX 2 Attachment ) .These pulls are each being recorded as a hard inquiry and have affected my rating on Transunion . ( See Attachment ). Hard Inquiries are 12 instead of 8. 

I have contacted Transunion and they said only the creditors can fix it. I have contacted the creditors and they have no process to remove the extra inquiries, and I should file a dispute with Transunion. I file a dispute with Transunion and they state the creditor had the authority to pull my credit. 

Yes they had approval to pull my credit once, not 2 or 3 times. Please assist me in helping get these items removed.",Closed with explanation,i purchased a car on or about xx xx 2017  credit was pulled by several companies  including   xxxx xxxx  xxxx and xxxx xxxx xxxx xxxx  the companies above pulled credit 3 2   2 x respectively for a single transaction    see xxxx 2 attachment    these pulls are each being recorded as a hard inquiry and have affected my rating on transunion     see attachment    hard inquiries are 12 instead of 8  i have contacted transunion and they said only the creditors can fix it  i have contacted the creditors and they have no process to remove the extra inquiries  and i should file a dispute with transunion  i file a dispute with transunion and they state the creditor had the authority to pull my credit  yes they had approval to pull my credit once  not 2 or 3 times  please assist me in helping get these items removed,817,146,91
20-02-2016,Credit reporting,Incorrect information on credit report,"I called XXXX XXXX for billing XXXX because they are unfairly charging me for medical visits. I showed up at the office and they said the doctor could not see me and one of the charges they called me to come and when I arrived they said I did not have an appointment. The doctor has refused to give me XXXX even though the prescription XXXX XXXX prescribed has XXXX to it. XXXX. I came at their request they did not provide a service. XXXX XXXX, 2015 when I paid them is the only charge I should have. I always paid {$20.00} and had no balance owed. Every since I told them I had Medicare they have increased the amount. I have a deductive with Medicare which I did not know about until Medicare wrote me. Recently Medicare paid another bill at XXXX XXXX XXXX because I stopped taking the medicine that broke me out and started with the vinegar in a glass of water. I feel my rights have been violated by sending me this bill when they have not provided service. They have charged me {$170.00} 3 times. I am a XXXX and my rent is going up next month on their tier method. I do n't need this fraudulent charge on my credit. Please help.",Closed with explanation,i called xxxx xxxx for billing xxxx because they are unfairly charging me for medical visits  i showed up at the office and they said the doctor could not see me and one of the charges they called me to come and when i arrived they said i did not have an appointment  the doctor has refused to give me xxxx even though the prescription xxxx xxxx prescribed has xxxx to it  xxxx  i came at their request they did not provide a service  xxxx xxxx  2015 when i paid them is the only charge i should have  i always paid   20 00  and had no balance owed  every since i told them i had medicare they have increased the amount  i have a deductive with medicare which i did not know about until medicare wrote me  recently medicare paid another bill at xxxx xxxx xxxx because i stopped taking the medicine that broke me out and started with the vinegar in a glass of water  i feel my rights have been violated by sending me this bill when they have not provided service  they have charged me   170 00  3 times  i am a xxxx and my rent is going up next month on their tier method  i do n t need this fraudulent charge on my credit  please help,1134,221,92
22-10-2018,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,"There is a hard credit inquiry on my account dated XX/XX/XXXX from the following company : XXXX XXXX XXXX, Fl XXXX XXXX I never applied for this credit card. I contacted the company and they say they don't have an open account for me and that I need to contact XXXX XXXX to resolve the issue, XXXX tells me to contact the business to get it cleared up. 



There is a hard credit inquiry on my account dated XX/XX/XXXX from the following company : XXXX XXXX, Fl XXXX XXXX I never applied for this credit card. I contacted the company and they say they don't have an open account for me and that I need to contact XXXX XXXX to resolve the issue, XXXX tells me to contact the business to get it cleared up. 


There is a hard credit inquiry on my account dated XX/XX/XXXX from the following company : XXXX XXXX, Fl XXXX XXXX I never applied for this credit card. I contacted the company and they say they don't have an open account for me and that I need to contact XXXX XXXX to resolve the issue, XXXX  tells me to contact the business to get it cleared up.",Closed with explanation,there is a hard credit inquiry on my account dated xx xx xxxx from the following company   xxxx xxxx xxxx  fl xxxx xxxx i never applied for this credit card  i contacted the company and they say they don t have an open account for me and that i need to contact xxxx xxxx to resolve the issue  xxxx tells me to contact the business to get it cleared up  there is a hard credit inquiry on my account dated xx xx xxxx from the following company   xxxx xxxx  fl xxxx xxxx i never applied for this credit card  i contacted the company and they say they don t have an open account for me and that i need to contact xxxx xxxx to resolve the issue  xxxx tells me to contact the business to get it cleared up  there is a hard credit inquiry on my account dated xx xx xxxx from the following company   xxxx xxxx  fl xxxx xxxx i never applied for this credit card  i contacted the company and they say they don t have an open account for me and that i need to contact xxxx xxxx to resolve the issue  xxxx tells me to contact the business to get it cleared up,1047,208,93
26-01-2026,Credit card,"Other features, terms, or problems","I am filing this complaint regarding a failure by Chase to fulfill a rewards redemption and their subsequent failure to refund my XXXX XXXX  points or provide a resolution after more than 60 days. 


Details of the Issue : Transaction Date : XXXX Item Ordered : XXXX XXXX pro via the "" Shops at Chase '' XXXX XXXX. 
XXXX : 15 % discount/bonus on point redemptions for XXXX products XXXX 
Points Deducted : XXXX pts Timeline of Events : Order Placement : I successfully placed the order and points were immediately debited from my account. 

30-Day Mark : I contacted Chase as the order had not arrived. I was told the order "" could not be found in the system, '' yet it had not been cancelled and my points had not been returned. 

45-Day Mark : I called again to follow up. The case was allegedly "" escalated '' to the fulfillment team ( The Shops at Chase ). 

70-Day Mark ( Present ) : It has now been over two months. I have received XXXX updates, no tracking information, and no refund of my points. I am essentially being "" held hostage '' Chase has my rewards currency, but I have no product and no way to use those points elsewhere.",Closed with explanation,i am filing this complaint regarding a failure by chase to fulfill a rewards redemption and their subsequent failure to refund my xxxx xxxx points or provide a resolution after more than 60 days  details of the issue   transaction date   xxxx item ordered   xxxx xxxx pro via the   shops at chase    xxxx xxxx  xxxx   15   discount bonus on point redemptions for xxxx products xxxx points deducted   xxxx pts timeline of events   order placement   i successfully placed the order and points were immediately debited from my account  30 day mark   i contacted chase as the order had not arrived  i was told the order   could not be found in the system     yet it had not been cancelled and my points had not been returned  45 day mark   i called again to follow up  the case was allegedly   escalated    to the fulfillment team   the shops at chase    70 day mark   present     it has now been over two months  i have received xxxx updates  no tracking information  and no refund of my points  i am essentially being   held hostage    chase has my rewards currency  but i have no product and no way to use those points elsewhere,1127,194,94
16-04-2025,Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,"My account was never late! I have had exceptional payment history all payments were placed on XXXX. This late payment that is reporting is a result on a systematic error on their end processing my payment. 


This was clearly a billing error made my the company and is not a reflection of my payment experience which violates USC Code 1681eb. This error has caused severe hard to my reputation, my character, my mode of living and to my family! 


I demand the late payment to be updated. 


They are not in compliance with the following law. 15 USC 1666b and its requirements set the standards and the guidance for a creditor to treat a payment as late, yet they are reporting a payment as late and they did not comply with the law! 


15 USC 1666b ( a ) Time to make payments A creditor may not treat a payment on a credit card account under an open end consumer credit plan as late for any purpose, unless the creditor has adopted reasonable procedures designed to ensure that each periodic statement including the information required by section 1637 ( b ) of this title is mailed or delivered to the consumer not later than 21 days before the payment due date. 


Never Sent the periodic statement along with the disclosures from section 1637 ( b ). 


I have requested proof that this information was mailed or delivered 21 days before the payment due date and this information was requested in good faith pursuant rule 1002 and It was never provided. 


This is unfair, illegal, fraudulent, and not equitable to me as a consumer! 


Update the late payments from my consumer reports",Closed with explanation,my account was never late  i have had exceptional payment history all payments were placed on xxxx  this late payment that is reporting is a result on a systematic error on their end processing my payment  this was clearly a billing error made my the company and is not a reflection of my payment experience which violates usc code 1681eb  this error has caused severe hard to my reputation  my character  my mode of living and to my family  i demand the late payment to be updated  they are not in compliance with the following law  15 usc 1666b and its requirements set the standards and the guidance for a creditor to treat a payment as late  yet they are reporting a payment as late and they did not comply with the law  15 usc 1666b   a   time to make payments a creditor may not treat a payment on a credit card account under an open end consumer credit plan as late for any purpose  unless the creditor has adopted reasonable procedures designed to ensure that each periodic statement including the information required by section 1637   b   of this title is mailed or delivered to the consumer not later than 21 days before the payment due date  never sent the periodic statement along with the disclosures from section 1637   b    i have requested proof that this information was mailed or delivered 21 days before the payment due date and this information was requested in good faith pursuant rule 1002 and it was never provided  this is unfair  illegal  fraudulent  and not equitable to me as a consumer  update the late payments from my consumer reports,1565,275,95
11-04-2015,Debt collection,False statements or representation,"XXXX/XXXX/XXXX XXXX XXXX referred XXXX bills for services to a collection company, Interstate Collection Inc. After examining the explanation of benefits and speaking to a representative from my health insurance company, it was determined that the dates of service and fees are erroneous. I wrote a letter to the collection company denying bill. I also spoke directly to a customer service representative from XXXX hospital billing office by phone. When I quoted the dates of service and fees listed on bill the representative stated that she did not have that information in the system. Letters and phone conversations have been unsuccessful in getting this matter resolved. This negative information will affect my credit rating and impact the interest rate. 
Listed Below is the bill information Date of service : XXXX/XXXX/XXXX {$180.00} Date of service : XXXX/XXXX/XXXX {$20.00} Date of service : XXXX/XXXX/XXXX {$100.00} Date of service : XXXX/XXXX/XXXX {$170.00} My health insurance company mails me an explanation of payments which listed the fees they pay and the any cost that I am responsible for. I reiterate -- the insurance company has stated that they do not have any information for dates and fees listed above. I am responsible for deductibles and copays.",Closed with explanation,xxxx xxxx xxxx xxxx xxxx referred xxxx bills for services to a collection company  interstate collection inc  after examining the explanation of benefits and speaking to a representative from my health insurance company  it was determined that the dates of service and fees are erroneous  i wrote a letter to the collection company denying bill  i also spoke directly to a customer service representative from xxxx hospital billing office by phone  when i quoted the dates of service and fees listed on bill the representative stated that she did not have that information in the system  letters and phone conversations have been unsuccessful in getting this matter resolved  this negative information will affect my credit rating and impact the interest rate  listed below is the bill information date of service   xxxx xxxx xxxx   180 00  date of service   xxxx xxxx xxxx   20 00  date of service   xxxx xxxx xxxx   100 00  date of service   xxxx xxxx xxxx   170 00  my health insurance company mails me an explanation of payments which listed the fees they pay and the any cost that i am responsible for  i reiterate    the insurance company has stated that they do not have any information for dates and fees listed above  i am responsible for deductibles and copays,1270,211,96
13-04-2023,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,"In accordance with the Fair Credit Reporting act. The List of accounts below has violated my federally protected consumer rights to privacy and confidentiality under 15 USC 1681 with information that doesnt belong to me and was not done by me under fraud. A XXXX XXXX - XXXX XXXX  XXXX : # XXXX, XXXX XXXX  : # XXXX, has violated my rights.

15 U.S.C 1681 section 602 A. States I have the right to privacy 15 U.S.C 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish a account without my written instructions 15 U.S.C 1681c. ( a ) ( 5 ) Section States : no consumer reporting agency may make any consumer report containing any of the following items of information Any other adverse item of information, other than records of convictions of crimes which antedates the report by more than seven years. 15 U.S.C. 1681s-2 ( A ) ( 1 ) A person shall not furnish any information relating to a consumer to any consumer reporting agency if the person knows or has reasonable cause to believe that the information is inaccurate. 

Thank you for your time, XXXX XXXX",Closed with explanation,in accordance with the fair credit reporting act  the list of accounts below has violated my federally protected consumer rights to privacy and confidentiality under 15 usc 1681 with information that doesnt belong to me and was not done by me under fraud  a xxxx xxxx   xxxx xxxx xxxx     xxxx  xxxx xxxx     xxxx  has violated my rights  15 u s c 1681 section 602 a  states i have the right to privacy 15 u s c 1681 section 604 a section 2   it also states a consumer reporting agency can not furnish a account without my written instructions 15 u s c 1681c    a     5   section states   no consumer reporting agency may make any consumer report containing any of the following items of information any other adverse item of information  other than records of convictions of crimes which antedates the report by more than seven years  15 u s c  1681s 2   a     1   a person shall not furnish any information relating to a consumer to any consumer reporting agency if the person knows or has reasonable cause to believe that the information is inaccurate  thank you for your time  xxxx xxxx,1090,192,97
07-12-2021,Debt collection,Attempts to collect debt not owed,"I received a bill from XXXX XXXX XXXX ( XXXX ) in the mail a couple weeks ago for {$45.00} ( but said they were willing to settle for {$34.00} ) to collect a debt on my PayPal account. I called PayPal, and they said I have a long history of being in good standing with them, and that I owe nothing. Furthermore, they said if I did have a debt, they would use my email address for communication, and not send anything to a 3rd party debt collector. They told me the letter I received was fraudulent and to disregard it. I have already filed a claim with the XXXX as well. There are hundreds of fraud/ phishing complaints about XXXX XXXX the internet, and I am curious if they are true.",Closed with non-monetary relief,i received a bill from xxxx xxxx xxxx   xxxx   in the mail a couple weeks ago for   45 00    but said they were willing to settle for   34 00    to collect a debt on my paypal account  i called paypal  and they said i have a long history of being in good standing with them  and that i owe nothing  furthermore  they said if i did have a debt  they would use my email address for communication  and not send anything to a 3rd party debt collector  they told me the letter i received was fraudulent and to disregard it  i have already filed a claim with the xxxx as well  there are hundreds of fraud  phishing complaints about xxxx xxxx the internet  and i am curious if they are true,683,131,98
03-04-2015,Credit card,Other,"My monthly minimum payments are 5 %. I pay my payment every month but since it is so large I have to use the card to pay other bills, so I can never reduce or pay off my amount owed. I think that a 5 % minimum payment is excessive. I would like to pay down my debt but will never be able to at this rate.",Closed with explanation,my monthly minimum payments are 5    i pay my payment every month but since it is so large i have to use the card to pay other bills  so i can never reduce or pay off my amount owed  i think that a 5   minimum payment is excessive  i would like to pay down my debt but will never be able to at this rate,303,65,99
15-12-2022,"Credit reporting, credit repair services, or other personal consumer reports",Improper use of your report,"I am both confused and furious by what the credit reporting agencies are showing on my credit report. I recently wanted to check on my information to make sure there wasn't anything inaccurate and see that a bankruptcy from XXXX is reporting. I immediately contacted my attorney who told me originally bankruptcy and any account associated with it can not be shown on my credit report and to contact the court. I then went down to the US District Court in XXXX, NJ and asked for documentation that they send to the credit bureaus without my consent. The young lady was very professional and told me they get these questions XXXX of times a month but they do not supply information to any credit bureaus because it's a violation of the privacy act and that's all she could tell me. I am ready to have my attorney file suit because this is ridiculous. I have not given Tran Union, XXXX, XXXX, XXXX XXXX or any other business permission to report ANY private information and demand it be removed in the next 30 days. I don't understand how any company has the audacity to violate a law abiding citizen 's rights. If this can't be resolved timely I will move forward with filing suit in my local federal court.",Closed with non-monetary relief,i am both confused and furious by what the credit reporting agencies are showing on my credit report  i recently wanted to check on my information to make sure there wasn t anything inaccurate and see that a bankruptcy from xxxx is reporting  i immediately contacted my attorney who told me originally bankruptcy and any account associated with it can not be shown on my credit report and to contact the court  i then went down to the us district court in xxxx  nj and asked for documentation that they send to the credit bureaus without my consent  the young lady was very professional and told me they get these questions xxxx of times a month but they do not supply information to any credit bureaus because it s a violation of the privacy act and that s all she could tell me  i am ready to have my attorney file suit because this is ridiculous  i have not given tran union  xxxx  xxxx  xxxx xxxx or any other business permission to report any private information and demand it be removed in the next 30 days  i don t understand how any company has the audacity to violate a law abiding citizen  s rights  if this can t be resolved timely i will move forward with filing suit in my local federal court,1205,223,100
17-03-2025,Credit reporting or other personal consumer reports,Problem with a company's investigation into an existing problem,"FERPA violation, my information was leaked in a data breach, breach of contract due to DOGEs unauthorized access to my personal information Mohela was notified via email and postal service of the breach of contract. I mailed a dispute letter on XXXX with no resolution. I have also disputed the validity of the loans with the credit bureaus ( XXXX, XXXX, XXXX, XXXX ).",Closed with explanation,ferpa violation  my information was leaked in a data breach  breach of contract due to doges unauthorized access to my personal information mohela was notified via email and postal service of the breach of contract  i mailed a dispute letter on xxxx with no resolution  i have also disputed the validity of the loans with the credit bureaus   xxxx  xxxx  xxxx  xxxx,365,62,101
11-06-2025,Debt collection,Attempts to collect debt not owed,"I am writing to formally contest the presence of a fraudulent account on my credit reports, linked to identity theft, and to demand immediate action in accordance with my rights as a consumer. 

XXXX years ago, I experienced a traumatic incident at [ XXXX XXXX ] when my wallet and luggage were lost, containing my driver 's license, Social Security card, and several credit cards. Despite extensive efforts to recover these items, I was unable to do so. Recently, I discovered multiple fraudulent accounts on my credit report that I did not open. I firmly believe these accounts resulted from the identity theft associated with the loss of my wallet and the subsequent compromise of my personal information. 

Additionally, I am a victim of the XXXX  data breach, a breach that has further exacerbated the challenges I face as a consumer. It is unfair that my data has been breached and that I am now struggling with the ramifications of this identity theft. It feels unjust to have these negative accounts hanging over my head, impeding my ability to move forward with my financial life. 

I have filed a police report regarding this matter, and I have attached a copy for your review. Under the Fair Credit Reporting Act ( FCRA ) and the Fair Debt Collection Practices Act ( FDCPA ), I am entitled to have these fraudulent accounts investigated and removed promptly.",Closed with explanation,i am writing to formally contest the presence of a fraudulent account on my credit reports  linked to identity theft  and to demand immediate action in accordance with my rights as a consumer  xxxx years ago  i experienced a traumatic incident at   xxxx xxxx   when my wallet and luggage were lost  containing my driver  s license  social security card  and several credit cards  despite extensive efforts to recover these items  i was unable to do so  recently  i discovered multiple fraudulent accounts on my credit report that i did not open  i firmly believe these accounts resulted from the identity theft associated with the loss of my wallet and the subsequent compromise of my personal information  additionally  i am a victim of the xxxx data breach  a breach that has further exacerbated the challenges i face as a consumer  it is unfair that my data has been breached and that i am now struggling with the ramifications of this identity theft  it feels unjust to have these negative accounts hanging over my head  impeding my ability to move forward with my financial life  i have filed a police report regarding this matter  and i have attached a copy for your review  under the fair credit reporting act   fcra   and the fair debt collection practices act   fdcpa    i am entitled to have these fraudulent accounts investigated and removed promptly,1361,228,102
12-03-2021,Checking or savings account,Managing an account,"I have had a fraud block on my Citibank account since XX/XX/2020. I called and they stated via telephone that the account was due to be closed after 30 days. It has been more then 30 days. They still allow deposits into my account. They will not notify me via mail, telephone, or email about why my account is like this. I have had my stimulus check deposited into that account and I am not receiving any mail.",Closed with explanation,i have had a fraud block on my citibank account since xx xx 2020  i called and they stated via telephone that the account was due to be closed after 30 days  it has been more then 30 days  they still allow deposits into my account  they will not notify me via mail  telephone  or email about why my account is like this  i have had my stimulus check deposited into that account and i am not receiving any mail,409,80,103
22-08-2016,Debt collection,Disclosure verification of debt,I have requested these XXXX accounts be validated and was told that they did not have to since it was not requested in the first 30 days. I never received notice at any point that I owed anyone any money. I have disputed this with the bureaus several times and spoke to this company directly. I am getting the run around and there is nothing that indicates this is mine. I want it off my credit report this is absolutely illegal what they are trying to do. I want a letter from them indicating they are deleting any reference to the XXXX accounts XXXX & XXXX.,Closed with explanation,i have requested these xxxx accounts be validated and was told that they did not have to since it was not requested in the first 30 days  i never received notice at any point that i owed anyone any money  i have disputed this with the bureaus several times and spoke to this company directly  i am getting the run around and there is nothing that indicates this is mine  i want it off my credit report this is absolutely illegal what they are trying to do  i want a letter from them indicating they are deleting any reference to the xxxx accounts xxxx   xxxx,558,105,104
13-09-2024,Credit reporting or other personal consumer reports,Improper use of your report,"In accordance with the Fair Credit Reporting act. The List of accounts below has violated my federally protected consumer rights to privacy and confidentiality under 15 USC 1681. 

XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXXXX, has violated my rights. 

15 U.S.C 1681 section 602 A. States I have the right to privacy.

15 U.S.C 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish an account without my written instructions.

15 U.S.C 1681c. ( a ) ( 5 ) Section States : no consumer reporting agency may make any consumer report containing any of the following items of information Any other adverse item of information, other than records of convictions of crimes which antedates the report by more than seven years.

15 U.S.C. 1681s-2 ( A ) ( 1 ) A person shall not furnish any information relating to a consumer to any consumer reporting agency if the person knows or has reasonable cause to believe that the information is inaccurate.",Closed with non-monetary relief,in accordance with the fair credit reporting act  the list of accounts below has violated my federally protected consumer rights to privacy and confidentiality under 15 usc 1681  xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxxxxxx  has violated my rights  15 u s c 1681 section 602 a  states i have the right to privacy  15 u s c 1681 section 604 a section 2   it also states a consumer reporting agency can not furnish an account without my written instructions  15 u s c 1681c    a     5   section states   no consumer reporting agency may make any consumer report containing any of the following items of information any other adverse item of information  other than records of convictions of crimes which antedates the report by more than seven years  15 u s c  1681s 2   a     1   a person shall not furnish any information relating to a consumer to any consumer reporting agency if the person knows or has reasonable cause to believe that the information is inaccurate,971,169,105
03-03-2025,Credit reporting or other personal consumer reports,Improper use of your report,"XXXX XXXX XXXX XXXX XXXX, XXXX XXXXXXXX XXXX XXXXXXXX XX/XX/XXXX XXXX XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXXXX Subject : Dispute of Car Repossession - Unauthorized Debt Acquisition - Violation of 15 U.S. Code 1681b ( a ) ( 2 ) Dear XXXX, I am writing to formally dispute a repossession listed on my credit report related to an account with XXXX XXXX XXXX account number XXXX, with a reported repossession date of XX/XX/XXXX. 

It has come to my attention that XXXX XXXX acquired this debt from American Car Center without my knowledge or permission. Under 15 U.S. Code 1681b ( a ) ( 2 ), my credit report information can only be accessed or reported when there is a permissible purpose, such as my explicit authorization or another valid legal reason. 

I did not sign or authorize any agreement allowing XXXX XXXX to purchase or assume this debt. Therefore, I believe the inclusion of this account on my credit report is inaccurate and potentially unlawful. 

I am requesting verification of the accuracy of this repossession entry, including proof of my authorization allowing XXXX XXXX to acquire this debt. If the debt transfer or reporting can not be validated, I request immediate removal of this account from my credit report. 

As outlined by the Fair Credit Reporting Act ( FCRA ), I expect the results of your investigation and a resolution within 30 days. To assist in your investigation, I have enclosed a copy of my credit report showing the disputed item, along with any relevant documents, such as correspondence with American Car Center. I have also included a copy of my identification for verification purposes. 

If further information is required, please contact me directly at [ Your Phone Number ] or [ Your Email Address ]. 

Thank you for your prompt attention to this matter. 

Sincerely, XXXX XXXX",Closed with explanation,xxxx xxxx xxxx xxxx xxxx  xxxx xxxxxxxx xxxx xxxxxxxx xx xx xxxx xxxx xxxxxxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxxxxxx subject   dispute of car repossession   unauthorized debt acquisition   violation of 15 u s  code 1681b   a     2   dear xxxx  i am writing to formally dispute a repossession listed on my credit report related to an account with xxxx xxxx xxxx account number xxxx  with a reported repossession date of xx xx xxxx  it has come to my attention that xxxx xxxx acquired this debt from american car center without my knowledge or permission  under 15 u s  code 1681b   a     2    my credit report information can only be accessed or reported when there is a permissible purpose  such as my explicit authorization or another valid legal reason  i did not sign or authorize any agreement allowing xxxx xxxx to purchase or assume this debt  therefore  i believe the inclusion of this account on my credit report is inaccurate and potentially unlawful  i am requesting verification of the accuracy of this repossession entry  including proof of my authorization allowing xxxx xxxx to acquire this debt  if the debt transfer or reporting can not be validated  i request immediate removal of this account from my credit report  as outlined by the fair credit reporting act   fcra    i expect the results of your investigation and a resolution within 30 days  to assist in your investigation  i have enclosed a copy of my credit report showing the disputed item  along with any relevant documents  such as correspondence with american car center  i have also included a copy of my identification for verification purposes  if further information is required  please contact me directly at   your phone number   or   your email address    thank you for your prompt attention to this matter  sincerely  xxxx xxxx,1826,301,106
09-12-2022,"Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation into an existing problem,IVE SENT A CERTIFIED LETTER OVER A MONTH AGO AND HAVENT RECEIVED AN RESPONSE FROM THE COMPANY.,Closed with explanation,ive sent a certified letter over a month ago and havent received an response from the company,93,17,107
09-01-2024,Credit reporting or other personal consumer reports,Incorrect information on your report,"I just looked over a copy of my credit report. It said that the credit inquiries mentioned below were the source of the credit inquiry. But I did not authorize these investigations. As these queries are negatively impacting my ability to obtain credit and apply for loans, kindly have them erased from my credit report. Additionally, send me any supporting documents you may have for this request. 
XXXX XX/XX/XXXX XXXX XXXX XX/XX/XXXX XXXX XX/XX/XXXX XXXX XXXX XX/XX/XXXX XXXX XX/XX/XXXX XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXXXX XXXX XX/XX/XXXX XXXX XXXX XX/XX/XXXX XXXX XX/XX/XXXX XXXX XXXX XXXX XX/XX/XXXX XXXX XX/XX/XXXX XXXX XX/XX/XXXX XXXX XX/XX/XXXX",Closed with non-monetary relief,i just looked over a copy of my credit report  it said that the credit inquiries mentioned below were the source of the credit inquiry  but i did not authorize these investigations  as these queries are negatively impacting my ability to obtain credit and apply for loans  kindly have them erased from my credit report  additionally  send me any supporting documents you may have for this request  xxxx xx xx xxxx xxxx xxxx xx xx xxxx xxxx xx xx xxxx xxxx xxxx xx xx xxxx xxxx xx xx xxxx xxxxxxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxxxxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxxxxxx xxxx xx xx xxxx xxxx xxxx xx xx xxxx xxxx xx xx xxxx xxxx xxxx xxxx xx xx xxxx xxxx xx xx xxxx xxxx xx xx xxxx xxxx xx xx xxxx,1176,230,108
